task_id,length,deadline,vm_id,start_time,finish_time,exec_time,cost
30,1309,1612,0,11.68874,13.71092,2.02218,0.04028
32,1261,1744,2,11.68874,14.10546,2.41672,0.02293
36,1543,2156,0,13.13707,15.62811,2.49104,0.04748
38,1513,1767,2,13.24707,16.01238,2.76530,0.02751
39,1686,1911,0,13.82092,16.53238,2.71146,0.05188
43,420,1156,0,16.63238,17.28147,0.64909,0.01292
41,474,583,1,16.63238,17.50147,0.86909,0.01185
42,593,1407,2,16.63238,17.72147,1.08909,0.01078
45,649,1062,2,16.63238,17.83147,1.19909,0.01180
44,841,1012,1,16.63238,18.05147,1.41909,0.02103
46,533,1285,0,17.39147,18.27147,0.88000,0.01640
40,1075,1492,0,16.63238,18.38147,1.74909,0.03308
47,792,1131,1,17.61147,19.04147,1.43000,0.01980
49,994,1365,0,18.38147,20.02588,1.64441,0.03058
48,1335,2059,2,17.83147,20.38224,2.55077,0.02427
55,656,782,2,20.48224,21.78511,1.30287,0.01193
50,948,1828,0,20.48224,22.00511,1.52287,0.02917
52,1175,2095,2,20.48224,22.73420,2.25196,0.02136
56,425,572,0,22.11511,22.84420,0.72909,0.01308
54,1393,1966,1,20.48224,22.84420,2.36196,0.03483
51,1639,2387,1,20.48224,23.22420,2.74196,0.04098
53,1867,2378,0,20.48224,23.44420,2.96196,0.05745
57,673,1335,1,22.95420,24.08224,1.12804,0.01683
59,956,1442,0,22.95420,24.43070,1.47650,0.02942
58,1980,2143,2,21.89511,25.50951,3.61441,0.03600
62,109,323,2,25.60951,25.81860,0.20909,0.00198
65,157,282,2,25.60951,25.92860,0.31909,0.00285
64,746,867,1,25.60951,26.92951,1.32000,0.01865
68,527,1364,2,25.92860,26.92951,1.00091,0.00958
63,934,1700,0,25.60951,27.14951,1.54000,0.02874
67,261,771,1,27.03951,27.47451,0.43500,0.00652
60,1226,1989,0,25.60951,27.58451,1.97500,0.03772
61,1146,1825,1,25.60951,27.58451,1.97500,0.02865
66,216,1107,0,27.25951,27.69451,0.43500,0.00665
69,1710,2116,0,27.69451,30.32643,2.63192,0.05262
70,903,1096,0,30.42643,31.83916,1.41273,0.02778
74,853,1580,1,30.42643,31.94916,1.52273,0.02133
72,1077,1358,2,30.42643,32.50007,2.07364,0.01958
75,1433,2421,2,30.42643,33.07951,2.65308,0.02605
73,1927,2821,0,30.42643,33.51335,3.08692,0.05929
71,1908,2785,1,30.42643,33.62335,3.19692,0.04770
77,965,1846,1,32.05916,33.73335,1.67420,0.02413
78,782,1330,2,32.61007,34.07797,1.46790,0.01422
76,1641,2476,0,31.94916,34.59643,2.64727,0.05049
79,949,1508,0,33.62335,35.09028,1.46692,0.02920
83,471,853,0,35.19028,35.99119,0.80091,0.01449
84,556,1379,1,35.19028,36.21119,1.02091,0.01390
85,630,795,2,35.19028,36.43119,1.24091,0.01145
82,760,1579,2,35.19028,36.65119,1.46091,0.01382
81,963,1401,1,35.19028,36.87119,1.68091,0.02408
80,1092,1821,0,35.19028,36.98119,1.79091,0.03360
87,865,1055,1,36.32119,37.87195,1.55076,0.02163
86,1522,2270,0,36.10119,38.52467,2.42348,0.04683
88,1026,1260,2,36.54119,38.52467,1.98348,0.01865
89,1212,1912,0,37.09119,38.96083,1.86964,0.03729
93,410,1039,0,39.06083,39.71000,0.64917,0.01262
92,440,906,2,39.06083,39.93000,0.86917,0.00800
96,211,549,0,39.82000,40.15000,0.33000,0.00649
91,647,1484,1,39.06083,40.15000,1.08917,0.01618
97,103,980,1,40.26000,40.54166,0.28167,0.00258
95,1146,1483,2,39.06083,41.26704,2.20621,0.02084
98,667,949,2,40.04000,41.26704,1.22705,0.01213
99,678,1066,0,40.26000,41.37704,1.11705,0.02086
94,1465,1942,1,39.06083,41.59704,2.53621,0.03663
90,1964,2645,0,39.06083,42.09627,3.03544,0.06043
101,265,865,1,42.19627,42.67263,0.47636,0.00663
105,201,1034,2,42.19627,42.67263,0.47636,0.00365
104,725,1587,1,42.19627,43.51960,1.32333,0.01813
103,949,1388,0,42.19627,43.73960,1.54333,0.02920
106,528,759,0,43.84960,44.77281,0.92321,0.01625
100,1676,2663,0,42.19627,44.88281,2.68654,0.05157
107,1572,2525,1,42.78263,45.51794,2.73530,0.03930
102,1853,2454,2,42.19627,45.62794,3.43167,0.03369
109,711,1527,0,44.88281,46.09178,1.20897,0.02188
108,1974,2865,2,42.78263,46.42178,3.63915,0.03589
113,551,1322,0,46.52178,47.48088,0.95910,0.01695
110,644,1329,0,46.52178,47.59088,1.06910,0.01982
115,653,1613,2,46.52178,47.81088,1.28910,0.01187
111,886,1446,1,46.52178,48.03088,1.50910,0.02215
114,1090,1637,1,46.52178,48.36088,1.83910,0.02725
112,1263,2207,2,46.52178,48.89178,2.37000,0.02296
119,793,1399,0,47.70088,49.00178,1.30090,0.02440
116,1316,1763,0,47.59088,49.62409,2.03321,0.04049
118,945,1483,2,47.92088,49.73409,1.81321,0.01718
117,2000,2975,1,48.14088,51.59678,3.45590,0.05000
121,437,666,1,51.69678,52.53595,0.83917,0.01093
120,794,1484,0,51.69678,52.98370,1.28692,0.02443
122,1052,1446,2,51.69678,53.64734,1.95056,0.01913
125,1009,1932,2,51.69678,53.64734,1.95056,0.01835
123,1923,2683,0,51.69678,54.75345,3.05667,0.05917
124,1763,2371,1,51.69678,54.75345,3.05667,0.04408
126,1452,1905,0,53.09370,55.44370,2.35000,0.04468
127,1719,2599,1,52.64595,55.55370,2.90776,0.04298
128,1406,2388,2,53.75734,56.36496,2.60762,0.02556
129,1429,2130,0,54.86345,57.17881,2.31536,0.04397
132,129,475,2,57.27881,57.62426,0.34545,0.00235
133,426,845,0,57.27881,58.04734,0.76853,0.01311
130,982,1390,0,57.27881,58.79699,1.51818,0.03022
134,1360,1566,1,57.27881,59.56033,2.28152,0.03400
135,1362,1535,2,57.27881,59.78033,2.50152,0.02476
136,1144,2016,0,58.15734,60.00033,1.84298,0.03520
131,1579,2377,1,57.27881,60.00033,2.72152,0.03948
138,1538,1754,2,57.73426,60.61245,2.87818,0.02796
137,602,1137,1,59.67033,60.72245,1.05212,0.01505
139,1385,1914,0,58.90699,61.04783,2.14084,0.04262
144,285,1284,1,61.14783,61.62366,0.47583,0.00712
140,698,1319,0,61.14783,62.22443,1.07660,0.02148
141,689,1508,1,61.14783,62.33443,1.18660,0.01723
145,671,1117,2,61.14783,62.44443,1.29660,0.01220
147,436,1390,1,61.73366,62.55443,0.82077,0.01090
146,966,1225,0,62.33443,63.82475,1.49032,0.02972
143,1777,2548,0,61.14783,63.93475,2.78692,0.05468
142,1628,2419,2,61.14783,64.15475,3.00692,0.02960
149,880,1780,0,63.93475,65.33783,1.40308,0.02708
148,1467,2432,2,62.55443,65.33783,2.78340,0.02667
155,510,1001,2,65.43783,66.47283,1.03500,0.00927
151,625,732,1,65.43783,66.58283,1.14500,0.01563
152,826,1546,2,65.43783,66.95552,1.51769,0.01502
154,1110,1901,1,65.43783,67.40219,1.96436,0.02775
158,558,900,2,66.58283,67.62219,1.03936,0.01015
157,615,1413,1,66.69283,67.73219,1.03936,0.01537
150,1693,2352,0,65.43783,68.05296,2.61513,0.05209
153,1830,2787,0,65.43783,68.27296,2.83513,0.05631
156,170,791,0,68.16296,68.49296,0.33000,0.00523
159,560,662,0,68.38296,69.24706,0.86410,0.01723
162,569,940,2,69.34706,70.49342,1.14636,0.01035
165,788,1172,2,69.34706,70.78524,1.43818,0.01433
160,989,1690,0,69.34706,70.89524,1.54818,0.03043
163,965,1216,0,69.34706,70.89524,1.54818,0.02969
164,1494,1703,1,69.34706,71.95206,2.60500,0.03735
168,921,1430,2,70.60342,72.28570,1.68227,0.01675
166,932,1857,0,71.00524,72.50570,1.50045,0.02868
161,1865,2534,1,69.34706,72.50570,3.15864,0.04663
169,1315,1461,0,71.00524,73.14039,2.13515,0.04046
167,864,1036,1,72.06206,73.62039,1.55833,0.02160
175,152,944,2,73.72039,74.10675,0.38636,0.00276
172,903,1078,2,73.72039,75.44675,1.72636,0.01642
174,1105,1354,1,73.72039,75.66675,1.94636,0.02762
178,773,1688,2,74.21675,75.66675,1.45000,0.01405
171,1522,1820,1,73.72039,76.27372,2.55333,0.03805
170,1815,2196,0,73.72039,76.52834,2.80795,0.05585
173,1880,2672,0,73.72039,76.63834,2.91795,0.05785
177,648,852,1,75.77675,76.86334,1.08659,0.01620
179,469,601,0,76.74834,77.47270,0.72436,0.01443
176,670,1287,0,76.63834,77.69270,1.05436,0.02062
180,136,859,0,77.79270,78.00732,0.21462,0.00418
183,603,780,0,77.79270,78.74103,0.94833,0.01855
185,926,1269,2,77.79270,79.59452,1.80182,0.01684
184,1138,1635,1,77.79270,79.70452,1.91182,0.02845
187,219,1206,1,79.81452,80.18103,0.36652,0.00548
186,1634,2433,0,78.11732,80.64026,2.52295,0.05028
181,1782,2143,1,77.79270,80.86026,3.06756,0.04455
182,1619,2159,2,77.79270,80.86026,3.06756,0.02944
189,1607,2205,0,78.85103,81.44257,2.59154,0.04945
188,935,1424,2,79.70452,81.44257,1.73805,0.01700
193,502,1497,0,81.54257,82.42607,0.88350,0.01545
192,619,784,2,81.54257,82.75607,1.21350,0.01125
190,830,1772,0,81.54257,82.86607,1.32350,0.02554
199,214,456,0,82.97607,83.32166,0.34559,0.00658
191,1116,1759,1,81.54257,83.43166,1.88909,0.02790
198,483,1064,2,82.86607,83.76166,0.89559,0.00878
196,849,1076,0,82.53607,83.87166,1.33559,0.02612
195,1408,1933,2,81.54257,84.22802,2.68545,0.02560
197,415,610,1,83.54166,84.33802,0.79636,0.01037
194,1831,2064,1,81.54257,84.72090,3.17833,0.04577
203,266,1229,0,84.82090,85.23013,0.40923,0.00818
200,630,1393,0,84.82090,85.79180,0.97090,0.01938
201,818,1252,1,84.82090,86.25340,1.43250,0.02045
202,1225,1729,2,84.82090,87.05726,2.23636,0.02227
209,779,949,0,85.90180,87.16726,1.26547,0.02397
204,1587,2101,1,84.82090,87.47893,2.65803,0.03968
205,1577,2455,2,84.82090,87.70166,2.88076,0.02867
206,1925,2054,0,85.34013,88.33244,2.99231,0.05923
207,1598,2088,1,86.36340,89.04077,2.67737,0.03995
208,1843,2418,2,87.16726,90.52908,3.36182,0.03351
213,521,1192,0,90.62908,91.47991,0.85083,0.01603
212,580,1431,2,90.62908,91.69991,1.07083,0.01055
211,692,1032,1,90.62908,91.80991,1.18083,0.01730
214,889,1105,1,90.62908,92.14139,1.51231,0.02222
215,810,1743,2,90.62908,92.14139,1.51231,0.01473
218,276,994,2,91.80991,92.36139,0.55147,0.00502
210,1823,2493,0,90.62908,93.50216,2.87308,0.05609
217,1320,2101,1,91.91991,94.15241,2.23250,0.03300
216,1852,2245,0,91.58991,94.53857,2.94865,0.05698
219,529,1282,0,93.61216,94.53857,0.92641,0.01628
220,181,995,0,94.63857,94.91780,0.27923,0.00557
223,191,810,0,94.63857,95.02780,0.38923,0.00588
226,237,404,0,95.02780,95.50388,0.47608,0.00729
225,709,1435,2,94.63857,95.97039,1.33182,0.01289
221,813,1798,1,94.63857,96.08039,1.44182,0.02033
229,897,1216,0,95.13780,96.56705,1.42925,0.02760
224,1086,1702,1,94.63857,96.56705,1.92848,0.02715
222,1546,2035,2,94.63857,97.46584,2.82727,0.02811
228,824,1272,2,96.08039,97.68584,1.60545,0.01498
227,1905,2579,1,96.19039,99.37524,3.18485,0.04762
230,655,1437,0,99.47524,100.59486,1.11962,0.02015
235,578,1308,2,99.47524,100.59486,1.11962,0.01051
232,616,1181,2,99.47524,100.70486,1.22962,0.01120
231,894,1477,1,99.47524,100.96819,1.49295,0.02235
234,1407,2172,1,99.47524,101.89191,2.41667,0.03518
233,1785,2025,0,99.47524,102.23268,2.75744,0.05492
236,1051,1956,0,100.70486,102.34268,1.63782,0.03234
238,901,1109,2,100.70486,102.45268,1.74782,0.01638
237,1246,1855,1,101.07819,103.16524,2.08705,0.03115
239,645,922,0,102.34268,103.38524,1.04256,0.01985
242,869,1605,2,103.48524,105.10909,1.62385,0.01580
245,887,1648,2,103.48524,105.10909,1.62385,0.01613
243,1256,2050,0,103.48524,105.42370,1.93846,0.03865
241,1336,2308,1,103.48524,105.75370,2.26846,0.03340
244,1536,1716,1,103.48524,106.15370,2.66846,0.03840
247,234,1098,1,105.86370,106.26370,0.40000,0.00585
240,1968,2697,0,103.48524,106.52447,3.03923,0.06055
249,226,1088,0,106.63447,106.98293,0.34846,0.00695
246,998,1810,0,105.53370,107.09293,1.55923,0.03071
248,1341,2238,2,105.21909,107.67021,2.45112,0.02438
253,212,771,0,107.77021,108.20636,0.43615,0.00652
252,652,1344,2,107.77021,109.07112,1.30091,0.01185
256,763,1679,0,108.31636,109.52438,1.20801,0.02348
255,952,1187,2,107.77021,109.52438,1.75417,0.01731
250,1462,1795,0,107.77021,110.13822,2.36801,0.04498
251,1446,1565,1,107.77021,110.24822,2.47801,0.03615
258,587,972,2,109.18112,110.35822,1.17710,0.01067
254,1973,2314,1,107.77021,111.07322,3.30301,0.04933
259,938,1505,0,109.63438,111.18322,1.54885,0.02886
257,930,1505,1,110.35822,112.02322,1.66500,0.02325
265,721,1065,2,112.12322,113.53168,1.40846,0.01311
262,815,1476,2,112.12322,113.64168,1.51846,0.01482
261,929,1491,1,112.12322,113.75168,1.62846,0.02323
264,973,1968,1,112.12322,113.75168,1.62846,0.02433
263,1151,2058,0,112.12322,113.97168,1.84846,0.03542
268,149,616,2,113.64168,113.97168,0.33000,0.00271
266,236,1054,0,114.08168,114.49630,0.41462,0.00726
260,1545,2365,0,112.12322,114.60630,2.48308,0.04754
267,788,1581,1,113.86168,115.29130,1.42962,0.01970
269,1658,1789,0,114.60630,117.27014,2.66385,0.05102
270,158,956,0,117.37014,117.72322,0.35308,0.00486
271,429,1174,1,117.37014,118.16287,0.79273,0.01072
274,466,976,1,117.37014,118.16287,0.79273,0.01165
272,751,1059,2,117.37014,118.85105,1.48091,0.01365
273,964,1078,0,117.37014,118.96105,1.59091,0.02966
275,993,1714,2,117.37014,119.18741,1.81727,0.01805
278,554,890,2,118.96105,120.05287,1.09182,0.01007
276,1716,2118,0,117.83322,120.59287,2.75965,0.05280
279,1040,1393,0,119.07105,120.70287,1.63182,0.03200
277,1543,2064,1,118.27287,120.92287,2.65000,0.03858
280,552,924,0,121.02287,121.91954,0.89667,0.01698
284,472,1296,1,121.02287,121.91954,0.89667,0.01180
283,884,1796,0,121.02287,122.38979,1.36692,0.02720
281,835,1159,1,121.02287,122.49979,1.47692,0.02087
289,135,1013,0,122.49979,122.71979,0.22000,0.00415
282,870,1694,2,121.02287,122.71979,1.69692,0.01582
287,901,1887,1,122.02954,123.53287,1.50333,0.02253
288,748,1036,2,122.82979,124.26560,1.43580,0.01360
285,1882,2302,2,121.02287,124.48560,3.46273,0.03422
286,1718,1935,0,122.02954,124.70560,2.67606,0.05286
292,723,1592,2,124.80560,126.19252,1.38692,0.01315
294,852,1236,1,124.80560,126.30252,1.49692,0.02130
295,814,1655,2,124.80560,126.30252,1.49692,0.01480
293,1099,1841,0,124.80560,126.52252,1.71692,0.03382
290,1660,2594,0,124.80560,127.36637,2.56077,0.05108
291,1579,2564,1,124.80560,127.47637,2.67077,0.03948
296,563,1469,0,126.63252,127.58637,0.95385,0.01732
297,920,1784,1,126.41252,128.06137,1.64885,0.02300
299,956,1776,0,127.47637,129.05868,1.58231,0.02942
298,1747,1944,2,126.30252,129.60231,3.29979,0.03176
303,676,1406,0,129.70231,130.76481,1.06250,0.02080
300,716,1498,0,129.70231,130.87481,1.17250,0.02203
301,1015,1481,1,129.70231,131.39667,1.69436,0.02537
305,952,1105,2,129.70231,131.50667,1.80436,0.01731
304,1143,1289,1,129.70231,131.61667,1.91436,0.02858
306,545,718,0,130.87481,131.72667,0.85186,0.01677
302,1524,1740,2,129.70231,132.59413,2.89182,0.02771
307,730,1448,1,131.50667,132.81413,1.30746,0.01825
309,1697,2655,0,130.98481,133.69776,2.71295,0.05222
308,1080,1804,2,131.61667,133.69776,2.08110,0.01964
313,274,488,0,133.79776,134.30943,0.51167,0.00843
314,482,1194,1,133.79776,134.68231,0.88455,0.01205
310,668,933,0,133.79776,134.90049,1.10273,0.02055
317,113,787,1,134.79049,135.01049,0.22000,0.00283
316,433,770,0,134.41943,135.12049,0.70106,0.01332
311,965,1141,1,133.79776,135.46776,1.67000,0.02413
312,852,1516,2,133.79776,135.46776,1.67000,0.01549
315,1092,1494,2,133.79776,135.90776,2.11000,0.01985
318,621,1477,2,135.57776,136.82231,1.24455,0.01129
319,1599,2260,0,135.01049,137.48084,2.47035,0.04920
323,562,980,0,137.58084,138.47501,0.89417,0.01729
324,941,1049,1,137.58084,139.26315,1.68231,0.02353
322,951,1546,2,137.58084,139.37315,1.79231,0.01729
320,1758,2506,0,137.58084,140.40007,2.81923,0.05409
321,1756,1898,1,137.58084,140.62007,3.03923,0.04390
327,1082,2054,1,139.37315,141.18417,1.81103,0.02705
325,1989,2320,2,137.58084,141.29417,3.71333,0.03616
326,1805,2457,0,138.58501,141.40417,2.81917,0.05554
329,736,1121,0,140.51007,141.73417,1.22410,0.02265
328,1367,1529,2,139.48315,141.98054,2.49739,0.02485
334,474,1040,1,142.08054,142.93637,0.85583,0.01185
335,429,1035,2,142.08054,142.93637,0.85583,0.00780
333,689,891,0,142.08054,143.15637,1.07583,0.02120
338,242,1170,2,143.04637,143.48910,0.44273,0.00440
331,895,1471,1,142.08054,143.59910,1.51856,0.02238
330,1323,1577,0,142.08054,144.23295,2.15241,0.04071
332,1554,1690,2,142.08054,144.91872,2.83818,0.02825
339,933,1529,0,144.34295,145.84285,1.49990,0.02871
337,1847,2411,1,143.04637,146.13618,3.08981,0.04617
336,1934,2631,0,143.26637,146.35618,3.08981,0.05951
342,409,623,2,146.45618,147.25436,0.79818,0.00744
343,770,1507,0,146.45618,147.70772,1.25154,0.02369
341,701,1027,1,146.45618,147.70772,1.25154,0.01753
345,757,927,2,146.45618,147.92772,1.47154,0.01376
344,1050,1840,1,146.45618,148.31939,1.86321,0.02625
346,358,1074,0,147.81772,148.42939,0.61167,0.01102
340,1341,1690,0,146.45618,148.53939,2.08321,0.04126
348,977,1755,2,147.36436,149.26254,1.89818,0.01776
347,1178,1549,1,147.81772,149.88451,2.06679,0.02945
349,1865,2539,0,148.53939,151.41618,2.87679,0.05738
350,428,646,0,151.51618,152.19254,0.67636,0.01317
355,509,1406,2,151.51618,152.55436,1.03818,0.00925
352,623,1199,2,151.51618,152.66436,1.14818,0.01133
351,702,1369,1,151.51618,152.77436,1.25818,0.01755
354,846,1596,1,151.51618,152.99436,1.47818,0.02115
353,1302,2166,0,151.51618,153.52835,2.01217,0.04006
356,1111,1673,0,152.30254,154.01926,1.71671,0.03418
358,784,1290,2,152.66436,154.12926,1.46490,0.01425
359,675,1365,0,153.63835,154.78926,1.15091,0.02077
357,1638,2447,1,152.88436,155.73951,2.85515,0.04095
363,339,980,0,155.83951,156.38860,0.54909,0.01043
360,454,709,0,155.83951,156.60860,0.76909,0.01397
365,483,743,2,155.83951,156.82860,0.98909,0.00878
364,1070,2019,1,155.83951,157.74284,1.90333,0.02675
369,993,1768,0,156.71860,158.35951,1.64091,0.03055
368,738,1476,2,156.93860,158.35951,1.42091,0.01342
366,1262,1564,0,156.49860,158.46951,1.97091,0.03883
361,1674,2179,1,155.83951,158.68951,2.85000,0.04185
362,1658,2408,2,155.83951,158.90951,3.07000,0.03015
367,821,1742,1,157.85284,159.23618,1.38333,0.02053
372,295,1005,2,159.33618,159.98345,0.64727,0.00536
374,674,1104,1,159.33618,160.57512,1.23894,0.01685
373,1044,1888,0,159.33618,161.05820,1.72202,0.03212
378,846,947,2,160.09345,161.63729,1.54383,0.01538
370,1585,2052,0,159.33618,161.85729,2.52111,0.04877
376,823,978,0,161.16820,162.43884,1.27064,0.02532
371,1935,2314,1,159.33618,162.65884,3.32266,0.04838
375,1961,2347,2,159.33618,163.02975,3.69357,0.03565
379,1331,1447,0,161.96729,164.12975,2.16246,0.04095
377,1997,2882,1,160.68512,164.12975,3.44463,0.04993
384,483,1012,1,164.22975,165.03558,0.80583,0.01208
381,1026,1749,1,164.22975,165.97808,1.74833,0.02565
382,1194,1419,2,164.22975,166.50142,2.27167,0.02171
380,1543,1944,0,164.22975,166.72142,2.49167,0.04748
383,1585,2352,0,164.22975,166.72142,2.49167,0.04877
388,124,1105,2,166.61142,166.94142,0.33000,0.00225
387,1320,1857,1,165.14558,167.37596,2.23038,0.03300
385,1661,1801,2,164.22975,167.37596,3.14621,0.03020
389,399,937,0,166.83142,167.48596,0.65455,0.01228
386,943,1395,0,166.83142,168.39821,1.56679,0.02902
393,451,1218,0,168.49821,169.20321,0.70500,0.01388
392,665,1534,2,168.49821,169.82139,1.32318,0.01209
391,846,1443,1,168.49821,169.93139,1.43318,0.02115
390,943,1615,0,168.49821,170.04139,1.54318,0.02902
396,452,810,0,169.31321,170.04139,0.72818,0.01391
395,861,1210,2,168.49821,170.15139,1.65318,0.01565
398,537,907,2,169.93139,170.91139,0.98000,0.00976
394,1575,2012,1,168.49821,171.13139,2.63318,0.03938
399,639,1009,0,170.15139,171.24139,1.09000,0.01966
397,1194,1929,1,170.04139,172.14806,2.10667,0.02985
